id,last,first,state,phone,email,gradyear,gpa,program
579824,Baker,Valorie,New York,(607) 555-453,vbaker@alumni.rouxacademy.com,2009,3.04,Animation
579960,Rivers,Mildred,Illinois,(708) 555-776,mrivers@alumni.rouxacademy.com,2009,3.62,Fine Art and Visual Culture
580147,Mcmillan,Meridith,Arkansas,(479) 555-000,mmcmillan@alumni.rouxacademy.com,2008,2.49,Graphic Design
580210,Keller,Derick,Pennsylvania,(717) 555-932,dkeller@alumni.rouxacademy.com,2001,2.05,Fashion and Textile Design
580863,Nixon,Essie,Ohio,(567) 555-417,enixon@alumni.rouxacademy.com,2009,2.2,Fine Art and Visual Culture
580885,Kelley,Karl,Georgia,(229) 555-940,kkelley@alumni.rouxacademy.com,2007,2.06,Graphic Design
580896,Key,Pattie,Illinois,(847) 555-379,pkey@alumni.rouxacademy.com,2004,2.61,Photography
580931,Blackburn,Candance,Illinois,(779) 555-678,cblackburn@alumni.rouxacademy.com,2009,3.2,Photography
580938,Kane,Nichole,Florida,(850) 555-029,nkane@alumni.rouxacademy.com,2007,2.47,Fashion and Textile Design
580993,Serrano,Albert,Florida,(786) 555-950,aserrano@alumni.rouxacademy.com,2004,2.92,Graphic Design
581145,Craig,Tawny,Illinois,(773) 555-615,tcraig@alumni.rouxacademy.com,2010,2.74,Graphic Design
581231,Tucker,Ian,Massachusetts,(774) 555-748,itucker@alumni.rouxacademy.com,2011,2.9,Photography
581233,Dejesus,Melinda,Illinois,(309) 555-951,mdejesus@alumni.rouxacademy.com,2008,3.04,Fine Art and Visual Culture
581276,Adkins,Kortney,Texas,(915) 555-320,kadkins@alumni.rouxacademy.com,2007,3.13,Animation
581369,Larson,Hunter,Iowa,(712) 555-433,hlarson@alumni.rouxacademy.com,2004,3.53,Photography
581428,Holcomb,Johnsie,Wisconsin,(715) 555-614,jholcomb2@alumni.rouxacademy.com,2006,2.72,Graphic Design
581483,Avila,Modesto,Louisiana,(318) 555-326,mavila2@alumni.rouxacademy.com,2001,3.13,Fine Art and Visual Culture
581614,Lara,Tomi,Texas,(430) 555-291,tlara2@alumni.rouxacademy.com,2006,3.55,Photography
581638,Warner,Francine,Minnesota,(952) 555-098,fwarner@alumni.rouxacademy.com,2002,2.13,Fashion and Textile Design
581899,Sullivan,Marline,Texas,(214) 555-288,msullivan@alumni.rouxacademy.com,2011,2.18,Graphic Design
582004,Lynn,Joyce,Florida,(352) 555-627,jlynn@alumni.rouxacademy.com,2004,3.25,Photography
582062,Dalton,Isabella,Michigan,(734) 555-724,idalton@alumni.rouxacademy.com,2007,3.1,Graphic Design
582287,Battle,Antonina,Texas,(361) 555-008,abattle@alumni.rouxacademy.com,2009,3.32,Fine Art and Visual Culture
582566,Bennett,Becki,Texas,(972) 555-723,bbennett2@alumni.rouxacademy.com,2001,2,Fine Art and Visual Culture
582597,Harvey,Burl,New Jersey,(908) 555-647,bharvey@alumni.rouxacademy.com,2005,3.29,Photography
582630,Mcmahon,Corrie,Washington,(425) 555-344,cmcmahon2@alumni.rouxacademy.com,2000,2.71,Animation
582774,Yates,Jenell,Connecticut,(860) 555-985,jyates@alumni.rouxacademy.com,2011,3.56,Fashion and Textile Design
582839,George,John,Utah,(801) 555-799,jgeorge2@alumni.rouxacademy.com,2007,3.57,Fine Art and Visual Culture
582848,Witt,Youlanda,Minnesota,(651) 555-835,ywitt@alumni.rouxacademy.com,2007,3.25,Fashion and Textile Design
582856,Floyd,Palmer,Massachusetts,(617) 555-477,pfloyd@alumni.rouxacademy.com,2008,3.53,Photography
582934,Burris,Russell,North Dakota,(701) 555-458,rburris2@alumni.rouxacademy.com,2000,2.55,Graphic Design
582957,Burks,Jonelle,Florida,(407) 555-795,jburks2@alumni.rouxacademy.com,2004,3.71,Photography
582977,Tyler,Maximo,Massachusetts,(978) 555-741,mtyler3@alumni.rouxacademy.com,2000,2.1,Fashion and Textile Design
582998,Bartlett,Cruz,Wyoming,(307) 555-421,cbartlett@alumni.rouxacademy.com,2009,2.6,Fine Art and Visual Culture
583064,Camacho,Shona,Michigan,(810) 555-860,scamacho@alumni.rouxacademy.com,2011,2.71,Fashion and Textile Design
583093,Sparks,Jackson,Minnesota,(320) 555-284,jsparks@alumni.rouxacademy.com,2003,2.43,Animation
583096,Murphy,Crissy,Wisconsin,(534) 555-432,cmurphy2@alumni.rouxacademy.com,2007,3.23,Fashion and Textile Design
583157,Valencia,Jacquline,Colorado,(970) 555-612,jvalencia2@alumni.rouxacademy.com,2010,2.23,Photography
583726,Mccormick,Jesusita,California,(442) 555-824,jmccormick2@alumni.rouxacademy.com,2005,2.01,Animation
583840,Hunt,Luna,Utah,(385) 555-120,lhunt@alumni.rouxacademy.com,2003,2.85,Fine Art and Visual Culture
583850,Stark,Chester,Texas,(806) 555-613,cstark@alumni.rouxacademy.com,2001,2.14,Animation
584019,Henson,Shauna,Texas,(956) 555-082,shenson@alumni.rouxacademy.com,2007,2.54,Graphic Design
584137,Fernandez,Providencia,Ohio,(513) 555-305,pfernandez@alumni.rouxacademy.com,2009,2.71,Fashion and Textile Design
584225,Mclaughlin,Floretta,New York,(929) 555-332,fmclaughlin@alumni.rouxacademy.com,2005,3.45,Photography
584245,Hubbard,Elmira,California,(619) 555-569,ehubbard@alumni.rouxacademy.com,2006,3.98,Photography
584381,Henry,Rico,California,(661) 555-267,rhenry2@alumni.rouxacademy.com,2009,2.64,Fashion and Textile Design
584449,Griffin,Wilbur,Colorado,(720) 555-521,wgriffin@alumni.rouxacademy.com,2007,3.64,Fashion and Textile Design
584546,Bolton,Danyel,New York,(914) 555-763,dbolton@alumni.rouxacademy.com,2000,2.26,Photography
584696,Carroll,Emiko,Nebraska,(402) 555-082,ecarroll2@alumni.rouxacademy.com,2008,2.85,Animation
584787,Hess,Paz,Pennsylvania,(610) 555-508,phess@alumni.rouxacademy.com,2006,3.44,Graphic Design
585220,Lindsey,Christin,Florida,(904) 555-058,clindsey@alumni.rouxacademy.com,2008,3.69,Animation
585264,Reynolds,Corrinne,New Jersey,(908) 555-701,creynolds@alumni.rouxacademy.com,2007,3.48,Fashion and Textile Design
585484,Dudley,Annamarie,New Jersey,(856) 555-180,adudley3@alumni.rouxacademy.com,2005,2.08,Fashion and Textile Design
585529,Davis,Modesto,Michigan,(231) 555-897,mdavis2@alumni.rouxacademy.com,2006,2.62,Fine Art and Visual Culture
585611,Browning,August,California,(650) 555-924,abrowning@alumni.rouxacademy.com,2007,3.79,Graphic Design
585693,Levine,Rolande,California,(925) 555-555,rlevine2@alumni.rouxacademy.com,2007,3.07,Animation
585808,Mitchell,Odell,Kentucky,(859) 555-859,omitchell2@alumni.rouxacademy.com,2006,2.9,Animation
586276,Barton,Jeanetta,New Jersey,(908) 555-974,jbarton2@alumni.rouxacademy.com,2010,3.24,Fashion and Textile Design
586400,Leach,Maryrose,North Carolina,(336) 555-152,mleach@alumni.rouxacademy.com,2008,3.98,Fashion and Textile Design
586437,Travis,Eddie,Wisconsin,(715) 555-050,etravis2@alumni.rouxacademy.com,2006,2.69,Graphic Design
586587,Clements,Jorge,Tennessee,(615) 555-883,jclements@alumni.rouxacademy.com,2007,2.15,Fashion and Textile Design
586745,Kline,Dionna,Mississippi,(769) 555-264,dkline@alumni.rouxacademy.com,2001,3.66,Fine Art and Visual Culture
586794,Terry,Garth,California,(559) 555-061,gterry@alumni.rouxacademy.com,2011,3.3,Fine Art and Visual Culture
587098,Knight,Crystle,New York,(585) 555-878,cknight2@alumni.rouxacademy.com,2003,3.97,Graphic Design
587135,Gilliam,Valentine,Nebraska,(402) 555-563,vgilliam@alumni.rouxacademy.com,2008,3.59,Animation
587153,Buckner,Hai,New York,(646) 555-860,hbuckner@alumni.rouxacademy.com,2002,3.89,Animation
587178,Graham,Alda,Wyoming,(307) 555-690,agraham@alumni.rouxacademy.com,2002,2.17,Graphic Design
587577,Petty,Lawana,Florida,(863) 555-246,lpetty@alumni.rouxacademy.com,2007,2.35,Fashion and Textile Design
587631,Wagner,Louise,Michigan,(734) 555-115,lwagner3@alumni.rouxacademy.com,2000,3.38,Photography
587808,Cote,Oda,Florida,(941) 555-329,ocote@alumni.rouxacademy.com,2007,3.28,Photography
587816,Olson,Lissa,Alabama,(334) 555-918,lolson@alumni.rouxacademy.com,2007,3.19,Fashion and Textile Design
587899,Nicholson,Jessi,California,(562) 555-083,jnicholson@alumni.rouxacademy.com,2003,3.55,Animation
588271,Beasley,Chau,New York,(315) 555-109,cbeasley@alumni.rouxacademy.com,2001,3.23,Animation
588335,Carlson,Libby,Pennsylvania,(610) 555-386,lcarlson@alumni.rouxacademy.com,2004,3.6,Photography
588435,Austin,Kaley,Michigan,(810) 555-532,kaustin@alumni.rouxacademy.com,2009,3.28,Photography
588496,Nunez,Eric,Pennsylvania,(412) 555-430,enunez@alumni.rouxacademy.com,2009,3.97,Fine Art and Visual Culture
588724,Weiss,Kristian,North Carolina,(910) 555-691,kweiss@alumni.rouxacademy.com,2005,2.6,Photography
588815,Rhodes,Ann,Maryland,(410) 555-803,arhodes@alumni.rouxacademy.com,2008,2.05,Fashion and Textile Design
588882,Huff,Velma,Michigan,(616) 555-534,vhuff@alumni.rouxacademy.com,2011,3.52,Photography
588942,Bruce,Verna,Texas,(325) 555-947,vbruce@alumni.rouxacademy.com,2007,3.49,Fine Art and Visual Culture
589086,Schultz,Amira,Vermont,(802) 555-929,aschultz3@alumni.rouxacademy.com,2001,3.6,Fine Art and Visual Culture
589101,Rowe,Lettie,Michigan,(734) 555-029,lrowe2@alumni.rouxacademy.com,2004,2.09,Animation
589246,Osborn,Krystyna,California,(818) 555-481,kosborn2@alumni.rouxacademy.com,2011,2.59,Graphic Design
589437,Dickson,Mavis,Ohio,(740) 555-632,mdickson@alumni.rouxacademy.com,2006,2.63,Photography
589603,Hicks,Brandee,California,(909) 555-297,bhicks@alumni.rouxacademy.com,2005,3.02,Fine Art and Visual Culture
589649,Vaughn,Armando,North Carolina,(980) 555-763,avaughn@alumni.rouxacademy.com,2003,2.57,Fashion and Textile Design
589677,Roberts,Gaynell,Tennessee,(901) 555-613,groberts@alumni.rouxacademy.com,2005,3.13,Photography
589697,Davis,Mitsuko,Iowa,(712) 555-234,mdavis@alumni.rouxacademy.com,2002,3.84,Animation
589792,Sanford,Tomi,Texas,(512) 555-910,tsanford@alumni.rouxacademy.com,2006,3.05,Fashion and Textile Design
589895,Rojas,Rena,California,(424) 555-408,rrojas@alumni.rouxacademy.com,2006,2.94,Fine Art and Visual Culture
590006,Benton,Nohemi,Michigan,(586) 555-805,nbenton@alumni.rouxacademy.com,2011,2.43,Fashion and Textile Design
590035,Nash,Selina,Vermont,(802) 555-303,snash@alumni.rouxacademy.com,2006,3.58,Fashion and Textile Design
590094,Mathis,Ha,California,(714) 555-342,hmathis@alumni.rouxacademy.com,2009,3.44,Fashion and Textile Design
590167,Peters,Orville,New Mexico,(575) 555-543,opeters@alumni.rouxacademy.com,2001,3.85,Graphic Design
590240,Prince,Estrella,California,(559) 555-205,eprince@alumni.rouxacademy.com,2006,2.72,Photography
590300,Alford,Fernande,Texas,(830) 555-587,falford@alumni.rouxacademy.com,2003,3.69,Photography
590552,Knox,Dannie,Wyoming,(307) 555-160,dknox2@alumni.rouxacademy.com,2003,3.67,Photography
590561,Hays,Philip,Wyoming,(307) 555-289,phays3@alumni.rouxacademy.com,2003,2.8,Graphic Design
590660,Mason,Tobi,Texas,(281) 555-551,tmason2@alumni.rouxacademy.com,2010,2.52,Fine Art and Visual Culture
590773,Mann,Kendall,California,(707) 555-491,kmann@alumni.rouxacademy.com,2003,3.14,Graphic Design
590812,Mckee,Margeret,Virginia,(540) 555-933,mmckee@alumni.rouxacademy.com,2009,3.17,Animation
590917,Velazquez,Robby,Pennsylvania,(878) 555-661,rvelazquez@alumni.rouxacademy.com,2008,2.46,Animation
591068,Gilbert,Sigrid,Missouri,(660) 555-923,sgilbert@alumni.rouxacademy.com,2003,2.17,Animation
591070,Dunlap,Kymberly,Pennsylvania,(724) 555-924,kdunlap@alumni.rouxacademy.com,2011,2.52,Graphic Design
591159,Flynn,Norman,Florida,(786) 555-919,nflynn@alumni.rouxacademy.com,2011,3.47,Graphic Design
591169,Benjamin,Melania,Alaska,(907) 555-282,mbenjamin2@alumni.rouxacademy.com,2001,3.78,Animation
591178,Roman,Jacki,Georgia,(404) 555-073,jroman@alumni.rouxacademy.com,2001,3.77,Graphic Design
591201,Stanton,Alla,Texas,(817) 555-176,astanton@alumni.rouxacademy.com,2002,2,Graphic Design
591255,Colon,Shirly,Michigan,(269) 555-622,scolon@alumni.rouxacademy.com,2011,2.06,Fashion and Textile Design
591344,Cochran,Mona,Nevada,(702) 555-869,mcochran2@alumni.rouxacademy.com,2003,3.76,Graphic Design
591568,Jordan,Charles,Florida,(863) 555-002,cjordan3@alumni.rouxacademy.com,2001,3.4,Fine Art and Visual Culture
591578,Schneider,Precious,Nevada,(775) 555-832,pschneider2@alumni.rouxacademy.com,2003,2.87,Photography
591624,Francis,Tommy,Massachusetts,(978) 555-116,tfrancis@alumni.rouxacademy.com,2006,3.41,Fashion and Textile Design
591828,Wiggins,Jacinda,Montana,(406) 555-899,jwiggins@alumni.rouxacademy.com,2004,3.09,Animation
591858,Britt,Shonda,North Dakota,(701) 555-258,sbritt3@alumni.rouxacademy.com,2008,2.45,Photography
591926,Oneill,Nell,Michigan,(616) 555-920,noneill@alumni.rouxacademy.com,2011,2.27,Animation
591930,Finch,Zena,Texas,(281) 555-945,zfinch@alumni.rouxacademy.com,2001,2.13,Fashion and Textile Design
591948,Wallace,Lyla,Hawaii,(808) 555-737,lwallace@alumni.rouxacademy.com,2008,3.6,Fine Art and Visual Culture
591979,Webster,Waneta,Florida,(305) 555-961,wwebster2@alumni.rouxacademy.com,2002,2.72,Photography
592251,Stafford,Jefferey,Indiana,(812) 555-700,jstafford@alumni.rouxacademy.com,2004,3.69,Fashion and Textile Design
592257,Barnett,Theressa,Illinois,(618) 555-403,tbarnett@alumni.rouxacademy.com,2006,3.09,Fashion and Textile Design
592303,Mayo,Nenita,Pennsylvania,(878) 555-555,nmayo@alumni.rouxacademy.com,2007,2.59,Graphic Design
592552,Hester,Jayne,California,(213) 555-214,jhester4@alumni.rouxacademy.com,2003,3.38,Fine Art and Visual Culture
592635,Moran,Corazon,Virginia,(571) 555-480,cmoran2@alumni.rouxacademy.com,2004,3.53,Graphic Design
592886,Chan,Wai,Massachusetts,(617) 555-434,wchan@alumni.rouxacademy.com,2001,3.56,Graphic Design
592892,Gamble,Dora,New York,(518) 555-068,dgamble@alumni.rouxacademy.com,2006,3.35,Fine Art and Visual Culture
592952,Terrell,Robbin,Illinois,(618) 555-557,rterrell@alumni.rouxacademy.com,2009,3.57,Fine Art and Visual Culture
592994,Walsh,Tomasa,Pennsylvania,(717) 555-760,twalsh2@alumni.rouxacademy.com,2011,2.7,Graphic Design
592995,Bonner,Stevie,Minnesota,(218) 555-216,sbonner@alumni.rouxacademy.com,2009,3.81,Fashion and Textile Design
593116,Koch,Gil,Massachusetts,(339) 555-238,gkoch@alumni.rouxacademy.com,2010,2.32,Animation
593120,Rowe,Ranae,Mississippi,(662) 555-849,rrowe@alumni.rouxacademy.com,2011,3.09,Graphic Design
593181,Ellison,Perry,Illinois,(309) 555-322,pellison@alumni.rouxacademy.com,2007,3.75,Fine Art and Visual Culture
593206,Reyes,Mistie,Illinois,(815) 555-088,mreyes2@alumni.rouxacademy.com,2000,2.79,Fashion and Textile Design
593466,Soto,Jude,California,(661) 555-561,jsoto2@alumni.rouxacademy.com,2001,2.46,Photography
593608,Schmidt,Wilhemina,Pennsylvania,(267) 555-631,wschmidt@alumni.rouxacademy.com,2001,2.73,Fine Art and Visual Culture
593762,Barry,Inga,Texas,(430) 555-422,ibarry@alumni.rouxacademy.com,2002,3.99,Graphic Design
593858,Walter,Verla,Oklahoma,(580) 555-392,vwalter@alumni.rouxacademy.com,2000,2.4,Graphic Design
593883,Blake,Georgann,Massachusetts,(617) 555-427,gblake@alumni.rouxacademy.com,2000,2.07,Animation
593994,Mckenzie,Vince,Alaska,(907) 555-772,vmckenzie@alumni.rouxacademy.com,2009,2.62,Animation
594092,Boyer,Kimbery,Ohio,(216) 555-821,kboyer@alumni.rouxacademy.com,2005,2.25,Fashion and Textile Design
594344,Hale,Mariette,Alabama,(256) 555-896,mhale@alumni.rouxacademy.com,2007,2.5,Fine Art and Visual Culture
594360,Cervantes,Bobbye,Maryland,(301) 555-911,bcervantes@alumni.rouxacademy.com,2004,3.33,Fashion and Textile Design
594379,Medina,Shoshana,Ohio,(513) 555-124,smedina3@alumni.rouxacademy.com,2007,2.07,Animation
594411,Contreras,Tambra,Missouri,(417) 555-321,tcontreras@alumni.rouxacademy.com,2007,3,Photography
594521,Montoya,Andrew,Missouri,(573) 555-611,amontoya@alumni.rouxacademy.com,2005,2.15,Graphic Design
594527,Bird,Nieves,Colorado,(720) 555-979,nbird@alumni.rouxacademy.com,2004,3.59,Graphic Design
594580,Browning,Jade,Missouri,(573) 555-123,jbrowning@alumni.rouxacademy.com,2004,2.77,Fine Art and Visual Culture
594851,Bruce,Donnell,Utah,(385) 555-521,dbruce@alumni.rouxacademy.com,2005,2.3,Photography
594852,Davidson,Adelaida,Virginia,(703) 555-315,adavidson@alumni.rouxacademy.com,2002,3.28,Photography
594953,Dillon,Dana,Florida,(904) 555-761,ddillon@alumni.rouxacademy.com,2010,3.56,Animation
595027,Wiley,Effie,Indiana,(317) 555-931,ewiley2@alumni.rouxacademy.com,2006,3.28,Animation
595143,Andrews,Digna,Massachusetts,(774) 555-884,dandrews@alumni.rouxacademy.com,2010,2.91,Animation
595244,Browning,Hassan,Pennsylvania,(484) 555-347,hbrowning@alumni.rouxacademy.com,2010,3.49,Photography
595272,Randall,Kathie,Connecticut,(203) 555-583,krandall@alumni.rouxacademy.com,2000,3.45,Graphic Design
595362,Woodard,Lelia,Delaware,(302) 555-309,lwoodard@alumni.rouxacademy.com,2006,3.61,Animation
595370,Sloan,Lyn,Georgia,(706) 555-003,lsloan@alumni.rouxacademy.com,2001,3.06,Fashion and Textile Design
595466,Ryan,Roxann,California,(925) 555-830,rryan@alumni.rouxacademy.com,2011,2.77,Animation
595599,Austin,Mona,Maine,(207) 555-309,maustin2@alumni.rouxacademy.com,2000,3.99,Fine Art and Visual Culture
595740,Mcintyre,Jamel,North Carolina,(910) 555-252,jmcintyre2@alumni.rouxacademy.com,2000,3.72,Animation
595782,Torres,Stephine,Tennessee,(423) 555-470,storres@alumni.rouxacademy.com,2000,2.93,Fashion and Textile Design
595901,England,Bernetta,Kansas,(913) 555-104,bengland@alumni.rouxacademy.com,2011,2.58,Graphic Design
596119,Garza,Casandra,Virginia,(571) 555-902,cgarza2@alumni.rouxacademy.com,2006,2.16,Fashion and Textile Design
596150,Alvarado,Roman,Colorado,(303) 555-874,ralvarado3@alumni.rouxacademy.com,2004,3.39,Animation
596194,Meyer,Willene,Florida,(941) 555-964,wmeyer@alumni.rouxacademy.com,2008,2.23,Graphic Design
596247,Jimenez,Tawna,Minnesota,(651) 555-127,tjimenez@alumni.rouxacademy.com,2000,2.23,Animation
596345,Dennis,Rosalinda,Ohio,(440) 555-897,rdennis2@alumni.rouxacademy.com,2004,3.34,Fashion and Textile Design
596433,Clay,Claudine,Washington,(509) 555-078,cclay@alumni.rouxacademy.com,2009,3.2,Animation
596549,Reese,Torrie,Michigan,(517) 555-212,treese@alumni.rouxacademy.com,2007,3.63,Animation
596559,Gay,Maryalice,California,(747) 555-820,mgay@alumni.rouxacademy.com,2001,3.14,Fashion and Textile Design
596591,Mays,Twyla,Louisiana,(504) 555-042,tmays@alumni.rouxacademy.com,2007,3.65,Fine Art and Visual Culture
596635,Sexton,Micheal,New York,(718) 555-989,msexton@alumni.rouxacademy.com,2011,2.86,Photography
596687,Murphy,Tory,California,(213) 555-150,tmurphy@alumni.rouxacademy.com,2010,3.93,Fashion and Textile Design
596703,Adkins,Bernita,Virginia,(571) 555-669,badkins@alumni.rouxacademy.com,2001,2.35,Fashion and Textile Design
596733,Salinas,Ismael,Indiana,(317) 555-786,isalinas@alumni.rouxacademy.com,2000,2.48,Photography
596785,Holcomb,Renae,Nebraska,(402) 555-983,rholcomb@alumni.rouxacademy.com,2000,2.92,Animation
596793,Ferguson,Maryann,Alabama,(256) 555-498,mferguson@alumni.rouxacademy.com,2008,2.74,Photography
596990,Sargent,Cristobal,Ohio,(440) 555-907,csargent@alumni.rouxacademy.com,2011,2.97,Graphic Design
597156,Bradley,Tressa,Delaware,(302) 555-895,tbradley@alumni.rouxacademy.com,2000,2.96,Animation
597387,Emerson,Darcey,Michigan,(313) 555-305,demerson@alumni.rouxacademy.com,2009,2.38,Fine Art and Visual Culture
597450,Sandoval,Lourdes,Iowa,(319) 555-958,lsandoval@alumni.rouxacademy.com,2003,2.47,Photography
597471,Barr,Clarice,Michigan,(616) 555-679,cbarr2@alumni.rouxacademy.com,2001,3.08,Fine Art and Visual Culture
597714,Rodgers,Irwin,Massachusetts,(351) 555-323,irodgers@alumni.rouxacademy.com,2000,2.53,Photography
597816,Hyde,Vincenzo,California,(408) 555-239,vhyde@alumni.rouxacademy.com,2001,2.25,Fine Art and Visual Culture
597861,Dunn,Ophelia,California,(909) 555-733,odunn@alumni.rouxacademy.com,2011,3.57,Fashion and Textile Design
598101,Salazar,Adam,Hawaii,(808) 555-888,asalazar@alumni.rouxacademy.com,2004,2.02,Graphic Design
598390,Odonnell,Michale,Pennsylvania,(878) 555-371,modonnell@alumni.rouxacademy.com,2003,3.51,Fine Art and Visual Culture
598521,Hendrix,Chante,California,(415) 555-192,chendrix@alumni.rouxacademy.com,2004,3.46,Graphic Design
598545,Hunter,Carmella,South Carolina,(803) 555-704,chunter@alumni.rouxacademy.com,2001,2.54,Fine Art and Visual Culture
598646,Rich,Georgia,Nebraska,(402) 555-745,grich2@alumni.rouxacademy.com,2002,3.59,Animation
598767,Phillips,Reyes,Indiana,(812) 555-769,rphillips@alumni.rouxacademy.com,2002,3.04,Fine Art and Visual Culture
598968,Odonnell,Tamekia,Texas,(361) 555-967,todonnell@alumni.rouxacademy.com,2008,2.09,Graphic Design
599118,Hale,Ladawn,Kansas,(913) 555-879,lhale2@alumni.rouxacademy.com,2005,2.75,Fashion and Textile Design
599475,Sanchez,Marjory,North Carolina,(336) 555-366,msanchez@alumni.rouxacademy.com,2003,2.31,Fashion and Textile Design
599481,Thompson,Avril,Oklahoma,(539) 555-180,athompson@alumni.rouxacademy.com,2010,3.68,Photography
599594,Vang,Ellsworth,New York,(516) 555-872,evang@alumni.rouxacademy.com,2007,3.78,Fine Art and Visual Culture
599599,Spencer,Barbera,Arkansas,(501) 555-762,bspencer@alumni.rouxacademy.com,2001,3.17,Animation
599603,Lawrence,Gerry,Mississippi,(769) 555-232,glawrence@alumni.rouxacademy.com,2004,2.76,Animation
599793,Goodman,Oda,Tennessee,(423) 555-597,ogoodman@alumni.rouxacademy.com,2005,3.39,Fashion and Textile Design
599875,Holloway,Marielle,California,(619) 555-981,mholloway@alumni.rouxacademy.com,2007,3.5,Animation
599901,Allen,Elwanda,Kansas,(913) 555-421,eallen2@alumni.rouxacademy.com,2007,2.5,Photography
599965,Knight,Laverne,Texas,(210) 555-397,lknight@alumni.rouxacademy.com,2001,2.24,Photography
600038,Warren,Jewel,Tennessee,(731) 555-183,jwarren2@alumni.rouxacademy.com,2000,2.6,Animation
600215,Rasmussen,Erlinda,New York,(212) 555-210,erasmussen2@alumni.rouxacademy.com,2005,3.76,Fashion and Textile Design
600364,Carlson,Yung,South Carolina,(803) 555-382,ycarlson@alumni.rouxacademy.com,2000,3.34,Photography
600412,Stone,Leon,South Carolina,(843) 555-202,lstone2@alumni.rouxacademy.com,2004,2.98,Animation
600428,Carroll,Neely,Colorado,(719) 555-317,ncarroll@alumni.rouxacademy.com,2002,3.93,Animation
600530,Petty,Marivel,Florida,(561) 555-748,mpetty3@alumni.rouxacademy.com,2005,3.38,Graphic Design
600717,Aguirre,Angeles,Michigan,(231) 555-169,aaguirre@alumni.rouxacademy.com,2006,3.17,Photography
600758,Preston,Earlean,Utah,(435) 555-377,epreston@alumni.rouxacademy.com,2009,3.62,Fashion and Textile Design
601091,Velazquez,Roseanna,Texas,(903) 555-248,rvelazquez2@alumni.rouxacademy.com,2009,3.3,Animation
601217,Lynn,Larry,Florida,(321) 555-802,llynn2@alumni.rouxacademy.com,2002,3.19,Fine Art and Visual Culture
601452,Hood,Thi,Oregon,(971) 555-208,thood@alumni.rouxacademy.com,2002,3.96,Fashion and Textile Design
601539,Delaney,Jerrell,Indiana,(317) 555-083,jdelaney@alumni.rouxacademy.com,2003,2.27,Graphic Design
601839,Leon,Trevor,California,(818) 555-754,tleon@alumni.rouxacademy.com,2010,3.46,Graphic Design
601863,Bray,Cleveland,California,(925) 555-309,cbray@alumni.rouxacademy.com,2002,3.61,Animation
601886,Harrington,Regan,Oklahoma,(539) 555-689,rharrington2@alumni.rouxacademy.com,2005,3.6,Graphic Design
601935,Melton,Nakesha,South Carolina,(843) 555-083,nmelton@alumni.rouxacademy.com,2000,2.98,Animation
602062,Mckee,Digna,Connecticut,(475) 555-462,dmckee@alumni.rouxacademy.com,2009,3.3,Graphic Design
602108,Bryan,Lyndon,Pennsylvania,(878) 555-282,lbryan3@alumni.rouxacademy.com,2004,2.22,Fine Art and Visual Culture
602408,Bowman,Florentina,California,(949) 555-630,fbowman@alumni.rouxacademy.com,2003,2.5,Fine Art and Visual Culture
602516,Buchanan,Mark,New York,(212) 555-869,mbuchanan@alumni.rouxacademy.com,2004,2.88,Graphic Design
602569,Faulkner,Kerstin,Tennessee,(901) 555-362,kfaulkner@alumni.rouxacademy.com,2004,2.35,Fashion and Textile Design
602635,Beck,Dannielle,California,(760) 555-525,dbeck@alumni.rouxacademy.com,2002,3.1,Fine Art and Visual Culture
602876,Mayo,Letty,Texas,(214) 555-342,lmayo@alumni.rouxacademy.com,2007,2.26,Animation
602933,Lopez,Lynda,Oregon,(971) 555-688,llopez2@alumni.rouxacademy.com,2011,2.31,Graphic Design
602959,Jones,Antonetta,Pennsylvania,(267) 555-248,ajones2@alumni.rouxacademy.com,2007,2.81,Photography
602966,Cobb,Terresa,Michigan,(906) 555-070,tcobb@alumni.rouxacademy.com,2001,3.53,Fashion and Textile Design
603136,Hernandez,Helena,New York,(929) 555-720,hhernandez@alumni.rouxacademy.com,2011,2.88,Graphic Design
603182,Jones,Aleshia,Illinois,(847) 555-443,ajones@alumni.rouxacademy.com,2004,2.88,Graphic Design
603273,Rodriquez,Shavon,Texas,(682) 555-644,srodriquez@alumni.rouxacademy.com,2003,2.84,Fashion and Textile Design
603303,Barr,Allene,Pennsylvania,(814) 555-964,abarr2@alumni.rouxacademy.com,2001,3.84,Fine Art and Visual Culture
603464,Daugherty,Rosalinda,Georgia,(470) 555-881,rdaugherty@alumni.rouxacademy.com,2009,3.5,Animation
603628,Madden,Ara,Iowa,(319) 555-693,amadden@alumni.rouxacademy.com,2006,2.92,Graphic Design
603753,Calderon,Bennie,Texas,(936) 555-333,bcalderon@alumni.rouxacademy.com,2010,3.5,Animation
603766,Suarez,Neva,Florida,(352) 555-347,nsuarez@alumni.rouxacademy.com,2002,3.5,Fashion and Textile Design
603803,Brewer,Lynn,Massachusetts,(508) 555-045,lbrewer2@alumni.rouxacademy.com,2010,2.28,Fine Art and Visual Culture
603982,Suarez,Catherina,Texas,(469) 555-671,csuarez@alumni.rouxacademy.com,2011,3.56,Animation
604059,Lane,Eli,Illinois,(773) 555-455,elane@alumni.rouxacademy.com,2000,2.53,Photography
604093,Mckee,Vernell,Alaska,(907) 555-305,vmckee@alumni.rouxacademy.com,2007,3.03,Animation
